PMID,FAU
32621206,"Farshidpour, Maham # Kim, David # Junna, Shilpa # Merchant, Juanita"
33054630,"Li, Wen # Lin, Fengyu # Dai, Minhui # Chen, Lingli # Han, Duoduo # Cui, Yanhui # Pan, Pinhua"
32697321,"McCulloch, Denise J # Kim, Ashley E # Wilcox, Naomi C # Logue, Jennifer K # Greninger, Alex L # Englund, Janet A # Chu, Helen Y"
32198985,"Mao, D M # Zhou, N # Zheng, D # Yue, J C # Zhao, Q H # Luo, B # Guan, D W # Zhou, Y W # Hu, B J # Cheng, J D"
32876196,"Martins # Barreto # Santos, Victor Santana"
33297909,"Giannakodimos, Ilias # Gkountana, Georgia # Lykouras, Dimosthenis # Karkoulias, Kiriakos # Tsakas, Sotiris"
32399950,"Ottaviani, Donatella # Boso, Federica # Tranquillini, Enzo # Gapeni, Ilaria # Pedrotti, Giovanni # Cozzio, Susanna # Guarrera, Giovanni M # Giometto, Bruno"
32951064,"Patrone, Paul N # Romsos, Erica L # Cleveland, Megan H # Vallone, Peter M # Kearsley, Anthony J"
32610080,"Lerner, Andrea M # Eisinger, Robert W # Lowy, Douglas R # Petersen, Lyle R # Humes, Rosemary # Hepburn, Matthew # Cassetti, M Cristina"
32488835,"Zhang, Haiping # Saravanan, Konda Mani # Yang, Yang # Hossain, Md Tofazzal # Li, Junxin # Ren, Xiaohu # Pan, Yi # Wei, Yanjie"
33034353,"Green, Barry G"
32589687,"Lan, Fan # Filler, Robert # Mathew, Soni # Buley, Jane # Iliaki, Eirini # Bruno # Osgood, Rebecca # Christophi, Costas A # Fernandez # Kales, Stefanos N"
32771064,"Dear, K # Grayson, L # Nixon, R"
32510105,Saban # Ly
32813110,"Sommer, Adir C # Blumenthal, Eytan Z"
32983347,"Somani, Sana # Agnihotri, Shruti P"
32555564,"Patti, Giuseppe # Lio, Veronica # Cavallari, Ilaria # Gragnano, Felice # Riva, Letizia # Calabrò, Paolo # Di Pasquale, Giuseppe # Pengo, Vittorio # Rubboli, Andrea"
32301967,"Paret, Michal # Lighter, Jennifer # Pellett Madan, Rebecca # Raabe, Vanessa N # Shust, Gail F # Ratner, Adam J"
32786685,"Kumar, Neeraj # Sood, Damini # van der Spek, Peter J # Sharma, Hari S # Chandra, Ramesh"
32561849,"Schaefer, Inga # Padera, Robert F # Solomon, Isaac H # Kanjilal, Sanjat # Hammer, Mark M # Hornick, Jason L # Sholl, Lynette M"
32490559,"Mills, W R # Sender, S # Lichtefeld, J # Romano, N # Reynolds, K # Price, M # Phipps, J # White, L # Howard, S # Poltavski, D # Barnes, R"
32497794,"Buonsenso, Danilo # Cinicola, Bianca # Raffaelli, Francesca # Sollena, Pietro # Iodice, Francesco"
33140926,"Daikhes, N A # Karneeva, O V # Machalov, A S # Kuznetcov, A O # Sapozhnikov, Ya M # Balakina, A V # Khulugurova, L N # Karpov, V L"
33156775,"Wang, Xinggang # Deng, Xianbo # Fu, Qing # Zhou, Qiang # Feng, Jiapei # Ma, Hui # Liu, Wenyu # Zheng, Chuansheng"
32346672,"Kelly, Jeannie C # Dombrowksi, Michael # O'Neil # Kernberg, Annessa S # Frolova, Antonina I # Stout, Molly J"
32784110,"Grosse, Claudia # Grosse, Alexandra # Salzer, Helmut J F # Dünser, Martin W # Motz, Reinhard # Langer, Rupert"
33129444,"Johnson, Alton R # McDonald, Adam R # Malay, D Scot"
32837093,"Khuroo, Mohammad S # Khuroo, Mohammad # Khuroo, Mehnaaz S # Sofi, Ahmad A # Khuroo, Naira S"
32513659,"Knight, Marian # Bunch, Kathryn # Vousden, Nicola # Morris, Edward # Simpson, Nigel # Gale, Chris # O'Brien, Patrick # Quigley, Maria # Brocklehurst, Peter # Kurinczuk, Jennifer J"
32407707,"Burton, Dennis R # Walker, Laura M"
32953123,"Zalzala, H H"
32662394,"Al # Ahmed, Ashraf O E # Saleh, Ahmed Osman # AbouKamar, Mohamed # Ahmed, Khalid # Mohamed, Mouhand F H"
32380269,"Mao, Xiao # Jin, Wei"
32386464,"Thomas, Diana M # Sturdivant, Rodney # Dhurandhar, Nikhil V # Debroy, Swati # Clark, Nicholas"
32387694,"Hashem, Anwar M # Alghamdi, Badrah S # Algaissi, Abdullah A # Alshehri, Fahad S # Bukhari, Abdullah # Alfaleh, Mohamed A # Memish, Ziad A"
32416259,"Corrêa Giron, Carolina # Laaksonen, Aatto # Barroso da Silva, Fernando L"
32958581,"Saad # Wagner, Caroline E # Baker, Rachel E # Morris, Sinead E # Farrar, Jeremy # Graham, Andrea L # Levin, Simon A # Mina, Michael J # Metcalf, C Jessica E # Grenfell, Bryan T"
32697418,"Adekunle, Adeshina # Meehan, Michael # Rojas # Trauer, James # McBryde, Emma"
32790488,"Dou, Yan # Fatemi, Soroosh # Darvas, Martin # Gale, Michael , Jr # Ladiges, Warren"
32405955,"Manto, Mario # Dupre, Nicolas # Hadjivassiliou, Marios # Louis, Elan D # Mitoma, Hiroshi # Molinari, Marco # Shaikh, Aasef G # Soong, Bing # Strupp, Michael # Van Overwalle, Frank # Schmahmann, Jeremy D"
33225251,"Qi, Xiaoming # Keith, Kristin A # Huang, Jason H"
32453392,"Trogen, Brit # Oshinsky, David # Caplan, Arthur"
32741697,"Mhatre, Susmit # Srivastava, Tishya # Naik, Shivraj # Patravale, Vandana"
32293449,"Gao, Lei # Jiang, Dan # Wen, Xue # Cheng, Xiao # Sun, Min # He, Bin # You, Lin # Lei, Peng # Tan, Xiao # Qin, Shu # Cai, Guo # Zhang, Dong"
32372533,"Hamid, H K S"
32791999,"Sun, Haoyang # Dickens, Borame L # Cook, Alex R # Clapham, Hannah E"
32726801,"Braun, Julian # Loyal, Lucie # Frentsch, Marco # Wendisch, Daniel # Georg, Philipp # Kurth, Florian # Hippenstiel, Stefan # Dingeldey, Manuela # Kruse, Beate # Fauchere, Florent # Baysal, Emre # Mangold, Maike # Henze, Larissa # Lauster, Roland # Mall, Marcus A # Beyer, Kirsten # Röhmel, Jobst # Voigt, Sebastian # Schmitz, Jürgen # Miltenyi, Stefan # Demuth, Ilja # Müller, Marcel A # Hocke, Andreas # Witzenrath, Martin # Suttorp, Norbert # Kern, Florian # Reimer, Ulf # Wenschuh, Holger # Drosten, Christian # Corman, Victor M # Giesecke # Sander, Leif Erik # Thiel, Andreas"
32598835,"Andrabi, Syed Waseem # Jaffar, Mir # Arora, Puneet Rana"
32989315,"DeFrancesco, Laura"
32755528,"Del Brutto, Oscar H # Costa, Aldo F # Mera, Robertino M # Recalde, Bettsy Y # Bustos, Javier A # García, Héctor H"
32877585,"Ehre, Camille"
32283062,"Dutheil, Frédéric # Navel, Valentin # Clinchamps, Maëlys"
32768697,"Goddek, Simon"
32286242,"Liu, Rui # Ma, Qingfeng # Han, Huan # Su, Hanwen # Liu, Fang # Wu, Kailang # Wang, Wei # Zhu, Chengliang"
32554336,"Barroso, B # Valverde # Cañas Jose, A # Rodrigo # Gonzalez # Villalobos # Betancor, D # Gomez # Vallejo # Baptista # Villalobos # Ortega # Gómez # Sanchez # Romero # Rodriguez # Del Pozo, V # Sastre, J"
32553051,"Armstrong, Jacob # Rudkin, Justine K # Allen, Naomi # Crook, Derrick W # Wilson, Daniel J # Wyllie, David H # O'Connell, Anne Marie"
33143614,"Nandy, Sneha # Wan, Siu # Brenes"
32528770,"Singh, Romil # Kashyap, Rahul # Hutton, Anneka # Sharma, Munish # Surani, Salim"
33024515,"Velikova, Tsvetelina Veselinova # Kotsev, Stanislav Vasilev # Georgiev, Daniel Stefanov # Batselova, Hristiana Momchilova"
32854044,"Benito, Daniel A # Pasick, Luke J # Mulcahy, Collin F # Rajasekaran, Karthik # Todd # Joshi, Arjun S # Goodman, Joseph F # Thakkar, Punam"
32423996,"Baker, Rachel E # Yang, Wenchang # Vecchi, Gabriel A # Metcalf, C Jessica E # Grenfell, Bryan T"
32471774,"Gelardi, Matteo # Notargiacomo, Mario # Trecca, Eleonora M C # Cassano, Michele"
32659373,"Lin, Lan # Luo, Shanshan # Qin, Renjie # Yang, Mengling # Wang, Xiaobei # Yang, Qianqian # Zhang, Yang # Wang, Quansheng # Zhu, Rui # Fan, Heng # Wang, Haijun # Hu, Yu # Wang, Lin # Hu, Desheng"
33193951,"Saida, Imen Ben # Ennouri, Emna # Nachi, Rayane # Meddeb, Khaoula # Mahmoud, Jihene # Thabet, Nesrine # Jerbi, Salma # Boussarsar, Mohamed"
32350105,"Meira E Cruz, Miguel # Miyazawa, Masaaki # Gozal, David"
33012543,"Christensen, Johanna # Kumar, Dhiren # Moinuddin, Irfan # Bryson, Alexandra # Kashi, Zahra # Kimball, Pamela # Levy, Marlon # Kamal, Layla # King, Anne # Gupta, Gaurav"
32550095,"Sugimoto, Ryu # Kenzaka, Tsuneaki # Fujikawa, Moemi # Kawasaki, Satoru # Nishisaki, Hogara"
32795776,"To, Kelvin Kw # Chua, Gilbert T # Kwok, Ka Li # Wong, Joshua Sc # Au, Dennis Chi Yu # Lam, Yuen Yu # Wong, Wilfred Hs # Ho, Marco Hk # Chan, Godfrey Cf # Chui, Celine Sl # Li, Xue # Tung, Keith Ts # Wong, Rosa S # Tso, Winnie Wy # Wong, Ian Ck # Wong, Christina Sm # Fong, Carol Hy # Chan, Kwok Hung # Yuen, Kwok Yung # Ip, Patrick # Kwan, Mike Yw"
32513202,"Hanney, Stephen R # Wooding, Steven # Sussex, Jon # Grant, Jonathan"
32672843,"Pouga, Lydia"
32589459,"Leonardi, Andrea # Rosani, Umberto # Brun, Paola"
32747391,"Torres Acosta, Manuel A # Singer, Benjamin D"
33215472,"Consoli, F # Cristini, C # Guarinoni, M G # Levaggi, R # Lopomo, N F # Maroldi, R # Melchiori, M # Motta, P C # Sardini, E # Berruti, A # Bossi, P"
33175236,"Alazmi, Meshari # Motwalli, Olaa"
32859619,"Hussain, Mohammed Hassan # Siddiqui, Saad # Mahmood, Sara # Valsamakis, Theodoros"
32361028,"Smieszek, Sandra P # Przychodzen, Bart P # Polymeropoulos, Mihael H"
32415494,"Zolk, Oliver # Hafner, Susanne # Schmidt, Christoph Q"
32584795,"Ellington, Sascha # Strid, Penelope # Tong, Van T # Woodworth, Kate # Galang, Romeo R # Zambrano, Laura D # Nahabedian, John # Anderson, Kayla # Gilboa, Suzanne M"
32196627,"Buonsenso, D # Piano, A # Raffaelli, F # Bonadia, N # de Gaetano Donati, K # Franceschi, F"
32549125,"Vikse, Jens # Lippi, Giuseppe # Henry, Brandon Michael"
32380051,"Zhang, Dan # Zhang, Bing # Lv, Jin # Sa, Ri # Zhang, Xiao # Lin, Zhi"
32492478,"Della # Della # Kusanovic, Marija # Scotti, Raffaella # Ramirez, Giuseppe Alvise # Dagna, Lorenzo # Tresoldi, Moreno"
32417802,"Elgin, T G # Fricke, E M # Hernandez Reyes, M E # Tsimis, M E # Leslein, N S # Thomas, B A # Sato, T S # McNamara, P J"
32835793,"Rokohl, Alexander C # Loreck, Niklas # Wawer Matos, Philomena A # Zwingelberg, Sarah # Augustin, Max # Dewald, Felix # Grajewski, Rafael S # Klein, Florian # Lehmann, Clara # Heindl, Ludwig M"
32953347,"Chegondi, Madhuradhar # Kothari, Harsh # Chacham, Swathi # Badheka, Aditya"
32786343,"Alharthy, Abdulrahman # Faqihi, Fahad # Memish, Ziad A # Karakitsos, Dimitrios"
32467284,"Kandeil, Ahmed # Mostafa, Ahmed # El # Shehata, Mahmoud # Roshdy, Wael H # Ahmed, Shymaa Showky # Gomaa, Mokhtar # Taweel, Ahmed El # Kayed, Ahmed E # Mahmoud, Sara H # Moatasim, Yassmin # Kutkat, Omnia # Kamel, Mina Nabil # Mahrous, Noura # Sayes, Mohamed El # Guindy, Nancy M El # Naguib, Amal # Ali, Mohamed A"
32986441,"Hill, W Cary # Hull, Matthew S # MacCuspie, Robert I"
32973098,"Netz, Roland R # Eaton, William A"
32473509,"Hoang, Ba X # Hoang, Huy Q # Han, Bo"
32295896,"Péré, Hélène # Podglajen, Isabelle # Wack, Maxime # Flamarion, Edouard # Mirault, Tristan # Goudot, Guillaume # Hauw # Le, Laetitia # Caudron, Eric # Carrabin, Sophie # Rodary, Julien # Ribeyre, Tatiana # Bélec, Laurent # Veyer, David"
33109808,"Ralhan, Sarju # Arya, Rajesh C # Gupta, Rama # Wander, Gurpreet S # Gupta, Rajiv K # Gupta, Vivek K # Bagga, Suhani # Mohan, Bishav"
32533062,"Chen, Bin # Tian, Er # He, Bin # Tian, Lejin # Han, Ruiying # Wang, Shuangwen # Xiang, Qianrong # Zhang, Shu # El Arnaout, Toufic # Cheng, Wei"
32538806,"Gómez Rivas, Juan # Domínguez, Mario # Gaya, Josep M # Ramírez # Puche # de Luna, Francisco # Juárez, Álvaro"
32688427,"Schützwohl, Matthias # Mergel, Eduard"
32456945,Lamas # Alonso # Fernández # Saavedra
32737841,"Sanchis # Lavie, Carl J # Morin, Daniel P # Perez # Laukkanen, Jari A # Perez, Marco V"
32872685,"Dove, James # Gage, Andrew # Kriz, Peter # Tabaddor, Ramin R # Owens, Brett D"
32680731,"Alcedo, Javier # Serra, Jordi # Pérez de la Serna, Julio # Mas, Pilar # Barba, Elizabeth # Suárez, José Francisco # Accarino, Anna"
32237160,"Ye, Qing # Wang, Bili # Mao, Jianhua # Fu, Junfen # Shang, Shiqiang # Shu, Qiang # Zhang, Ting"
32763446,"Uhm, Jae # Ahn, Jin Young # Hyun, JongHoon # Sohn, Yujin # Kim, Jung Ho # Jeong, Su Jin # Ku, Nam Su # Choi, Jun Yong # Park, Yu # Yi, Ho # Park, Sung Kyu # Kim, Bong # Kim, Hyewon # Choi, Jinwoo # Kang, Seung # Choi, Yeong Ho # Yoon, Hae Kyoung # Jung, Sunkyung # Kim, Hyeong Nyeon # Yeom, Joon # Park, Yoon Soo"
32819898,"Lin, J # Lawson, E C # Verma, S # Peterson, R B # Sidhu, R"
32502262,"Chen, Dong # Hu, Chenchan # Su, Feifei # Song, Qifa # Wang, Zhen"
32457134,"Akhtar, Mohammed R # Ricketts, William # Fotheringham, Tim"
32100486,"Wei, Jiangping # Xu, Huaxiang # Xiong, Jingliang # Shen, Qinglin # Fan, Bing # Ye, Chenglong # Dong, Wentao # Hu, Fangfang"
32276333,"Yip, Cyril Chik # Ho, Chi # Chan, Jasper Fuk # To, Kelvin Kai # Chan, Helen Shuk # Wong, Sally Cheuk # Leung, Kit # Fung, Agnes Yim # Ng, Anthony Chin # Zou, Zijiao # Tam, Anthony Raymond # Chung, Tom Wai # Chan, Kwok # Hung, Ivan Fan # Cheng, Vincent Chi # Tsang, Owen Tak # Tsui, Stephen Kwok Wing # Yuen, Kwok"
33065551,"Jin, Mingming # Shi, Nannan # Wang, Meng # Shi, Chunzi # Lu, Shengjie # Chang, Qing # Sha, Shuang # Lin, Yun # Chen, Yingmin # Zhou, Hui # Liang, Kaiyi # Huang, Xuyuan # Shi, Yuxin # Huang, Gang"
32792471,"Gervasio, Carmine Fernando # Averono, Gianluca # Robiolio, Luca # Bertoletti, Massimo # Colageo, Umberto # De Col, Luca # Bertone, Fabio"
32651020,"Beninger, Paul"
33141370,"Reydon, Thomas A C"
32389150,"Kanwar, Anubhav # Heppler, Susan # Kanwar, Kalpana # Brown, Christopher K"
32492608,"Rugani, Benedetto # Caro, Dario"
32464097,"Park, Annsea # Iwasaki, Akiko"
32854108,"Dinnon, Kenneth H 3rd # Leist, Sarah R # Schäfer, Alexandra # Edwards, Caitlin E # Martinez, David R # Montgomery, Stephanie A # West, Ande # Yount, Boyd L Jr # Hou, Yixuan J # Adams, Lily E # Gully, Kendra L # Brown, Ariane J # Huang, Emily # Bryant, Matthew D # Choong, Ingrid C # Glenn, Jeffrey S # Gralinski, Lisa E # Sheahan, Timothy P # Baric, Ralph S"
32598884,"Zuo, Tao # Zhan, Hui # Zhang, Fen # Liu, Qin # Tso, Eugene Y K # Lui, Grace C Y # Chen, Nan # Li, Amy # Lu, Wenqi # Chan, Francis K L # Chan, Paul K S # Ng, Siew C"
33129008,"Oscar, Thomas P"
33187040,"Mani, Avinash # Ojha, Vineeta # Dubey, Manoj Kumar"
32890938,"McGrath, Brendan A # Pelosi, Paolo # Schultz, Marcus J # Brenner, Michael J"
32198191,"Hanley, Brian # Lucas, Sebastian B # Youd, Esther # Swift, Benjamin # Osborn, Michael"
33229812,"Nagai, Kazumasa # Kitamura, Katsuya # Hirai, Yuji # Nutahara, Daisuke # Nakamura, Hironori # Taira, Junichi # Matsue, Yubu # Abe, Masakazu # Kikuchi, Miho # Itoi, Takao"
32675661,"Disser, Nathaniel P # De Micheli, Andrea J # Schonk, Martin M # Konnaris, Maxwell A # Piacentini, Alexander N # Edon, Daniel L # Toresdahl, Brett G # Rodeo, Scott A # Casey, Ellen K # Mendias, Christopher L"
32369030,"Sheehy, Lisa Mary"
33237646,"Haller, Moa # Brunner, Marie # Zender, Hervé Olivier"
32854106,"Insalaco, Giuseppe # Dal Farra, Fabrizio # Braghiroli, Alberto # Salvaggio, Adriana"
32671831,"Baker, D # Roberts, C A K # Pryce, G # Kang, A S # Marta, M # Reyes, S # Schmierer, K # Giovannoni, G # Amor, S"
33090969,"Šterbenc, Anja # Premru Sršen, Tanja # Lucovnik, Miha # Vidmar Šimic, Marijana # Steblovnik, Lili # Fabjan Vodušek, Vesna # Druškovic, Mirjam # Kavšek, Gorazd # Poljak, Mario # Trojner Bregar, Andreja"
33178109,"Wu, Junjiao # Tang, Yu"
32820005,"Hattori, Shin # Higshi # Raghavaiah, Jakka # Das, Debananda # Bulut, Haydar # Davis, David A # Takamatsu, Yuki # Matsuda, Kouki # Takamune, Nobutoki # Kishimoto, Naoki # Okamura, Tadashi # Misumi, Shogo # Yarchoan, Robert # Maeda, Kenji # Ghosh, Arun K # Mitsuya, Hiroaki"
32562705,"Jockusch, Steffen # Tao, Chuanjuan # Li, Xiaoxu # Anderson, Thomas K # Chien, Minchen # Kumar, Shiv # Russo, James J # Kirchdoerfer, Robert N # Ju, Jingyue"
32211963,"Zhou, Zhiming # Guo, Dajing # Li, Chuanming # Fang, Zheng # Chen, Linli # Yang, Ran # Li, Xiang # Zeng, Wenbing"
32882315,"Axell # Lavingia, Richa # Rafferty, Megan # Clark, Eva # Amirian, E Susan # Chiao, Elizabeth Y"
32330340,"Tammaro, A # Adebanjo, G A R # Parisella, F R # Pezzuto, A # Rello, J"
32576234,"Andrews, Lauren J # Benken, Scott T"
32374541,"Kosinski, Christophe # Zanchi, Anne # Wojtusciszyn, Anne"
32383269,"Choudhury, Abhigyan # Mukherjee, Suprabhat"
32507963,"Dworakowska, Dorota # Grossman, Ashley B"
32222122,"Li, Youjiang # Hu, Yingying # Zhang, Xiaodong # Yu, Yuanyuan # Li, Bin # Wu, Jianguo # Wu, Yingping # Xia, Xiaoping # Xu, Jian"
32506743,"Martins # do Nascimento # Santos, Victor Santana"
32347747,"Shneider, Alex # Kudriavtsev, Aleksandr # Vakhrusheva, Anna"
32679773,"Porru, Stefano # Carta, Angela # Monaco, Maria Grazia Lourdes # Verlato, Giuseppe # Battaggia, Andrea # Parpaiola, Marco # Lo Cascio, Giuliana # Pegoraro, Manuela # Militello, Valentina # Moretti, Francesca # Tardivo, Stefano"
32731959,"Alvarez # Rojo # Melón, Santiago # Vazquez, Fernando"
33075578,"Sharma, Ashish # Jaiswal, Pragya # Kerakhan, Yasameen # Saravanan, Lakshmi # Murtaza, Zeba # Zergham, Azka # Honganur, Nagaraj # Akbar, Aelia # Deol, Aran # Francis, Benedict # Patel, Shakumar # Mehta, Deep # Jaiswal, Richa # Singh, Jagmeet # Patel, Urvish # Malik, Preeti"
32720239,"Blazey # Barnhart, Elizabeth # Gillis, Joseph Jr # Vazquez, Gabriela Andujar"
32756371,"Urashima, Mitsuyoshi # Otani, Katharina # Hasegawa, Yasutaka # Akutsu, Taisuke"
33081702,"Xiang, Jialin # Chen, Zuyi # Zhou, Jie # Tian, Di # Ran, Xiusheng # Zhang, Zhimin # Shi, Shi # Xiao, Daimin # Zhou, Yuanzhong"
32954791,"Al # Al # Bakheet, Razan # Mahmoud, Lina # Al # Alshareef, Ibtihaj # Judia, Sara Bin # Aharbi, Layla # Alzayed, Abdulaziz # Jabaan, Amjad # Alhadrami, Hani # Albarrag, Ahmed # Azhar, Essam I # Al"
32228860,"Bar # Flamholz, Avi # Phillips, Rob # Milo, Ron"
32728966,"Zieleskiewicz, Laurent # Markarian, Thibaut # Lopez, Alexandre # Taguet, Chloé # Mohammedi, Neyla # Boucekine, Mohamed # Baumstarck, Karine # Besch, Guillaume # Mathon, Gautier # Duclos, Gary # Bouvet, Lionel # Michelet, Pierre # Allaouchiche, Bernard # Chaumoître, Kathia # Di Bisceglie, Mathieu # Leone, Marc"
32402680,"Farfour, Eric # Picard, Clément # Beaumont, Laurence # Lesprit, Philippe # Ballester, Marie # Ackermann, Felix # Galliot, Richard # Colin de Verdiere, Sylvie # Cerf, Charles # Vasse, Marc"
32312018,"Huang, Zixing # Zhao, Shuang # Xu, Lin # Chen, Jianxin # Lin, Wei # Zeng, Hanjiang # Chen, Zhixia # Du, Liang # Shi, Yujun # Zhang, Na # Song, Bin"
32921749,"Longo, Chiara # Ruffini, Livia # Zanoni, Nicola # Longo, Francesco # Accogli, Rocco # Graziani, Tiziano # Chetta, Alfredo"
32509860,"Franco, Pierfrancesco # Kochbati, Lofti # Siano, Marco # De Bari, Berardino"
32468972,"Chan, Jason L # Ebadi, Hamid # Sarna, Justyna R"
33069048,"Cortes, Aaron A # Zuñiga, Jorge M"
32412231,"Schrank, Cassandra L # Minbiole, Kevin P C # Wuest, William M"
32769026,"Biernat, Monika M # Zinczuk, Aleksander # Biernat, Pawel # Bogucka # Kwiatkowski, Jacek # Kalicinska, Elzbieta # Marciniak, Dominik # Simon, Krzysztof # Wróbel, Tomasz"
32658096,"Demirjian, Alicia # Singh, Cheentan # Tebruegge, Marc # Herbert, Rachel # Draz, Nehal # Mirfenderesky, Mariyam # Jones, Victoria # Hinstridge, Peter # Seneviratne, Ranjika # Myers, Richard # Ellis, Joanna # Miah, Shahjahan # Meadows, Christopher Is # Kenny, Julia # Alonso, Alejandra # Handforth, Jennifer # Perkins, Shona # Butler, Mark # Blackburn, Frances # Douthwaite, Sam # Pillay, Deenan # Chand, Meera # Zambon, Maria"
32178768,"Ghinai, Isaac # McPherson, Tristan D # Hunter, Jennifer C # Kirking, Hannah L # Christiansen, Demian # Joshi, Kiran # Rubin, Rachel # Morales # Black, Stephanie R # Pacilli, Massimo # Fricchione, Marielle J # Chugh, Rashmi K # Walblay, Kelly A # Ahmed, N Seema # Stoecker, William C # Hasan, Nausheen F # Burdsall, Deborah P # Reese, Heather E # Wallace, Megan # Wang, Chen # Moeller, Darcie # Korpics, Jacqueline # Novosad, Shannon A # Benowitz, Isaac # Jacobs, Max W # Dasari, Vishal S # Patel, Megan T # Kauerauf, Judy # Charles, E Matt # Ezike, Ngozi O # Chu, Victoria # Midgley, Claire M # Rolfes, Melissa A # Gerber, Susan I # Lu, Xiaoyan # Lindstrom, Stephen # Verani, Jennifer R # Layden, Jennifer E"
32628628,"Decru, Bram # Van Elslande, Jan # Weemaes, Matthias # Houben, Els # Empsen, Ine # André, Emmanuel # Van Ranst, Marc # Lagrou, Katrien # Vermeersch, Pieter"
33057438,"McCombs, Audrey # Kadelka, Claus"
32509485,"Sung, Joowhan # Anjum, Seher"
32459524,"Korakas, Emmanouil # Ikonomidis, Ignatios # Kousathana, Foteini # Balampanis, Konstantinos # Kountouri, Aikaterini # Raptis, Athanasios # Palaiodimou, Lina # Kokkinos, Alexander # Lambadiari, Vaia"
33045775,"Kim, Ji Yeon # Kim, Jong Myoung # Peck, Kyong Ran"
32438527,"Soneru, Codruta N # Nunez, Karyn # Petersen, Timothy R # Lock, Richard"
32717282,"Garrido, Pablo F # Calvelo, Martín # Blanco # Veleiro, Uxía # Suárez, Fabián # Conde, Daniel # Cabezón, Alfonso # Piñeiro, Ángel # Garcia"
32539876,"Jatt, Lauren P # Winnett, Alexander # Graber, Christopher J # Vallone, John # Beenhouwer, David O # Goetz, Matthew Bidwell"
32916801,"Therchilsen, Johan H # von Buchwald, Christian # Koch, Anders # Dam Nielsen, Susanne # Rasmussen, Daniel B # Thudium, Rebekka Faber # Kirkby, Nikolai S # Raaschou # Bundgaard, Johan S # Iversen, Kasper # Bundgaard, Henning # Todsen, Tobias"
32522207,"Messina, Francesco # Giombini, Emanuela # Agrati, Chiara # Vairo, Francesco # Ascoli Bartoli, Tommaso # Al Moghazi, Samir # Piacentini, Mauro # Locatelli, Franco # Kobinger, Gary # Maeurer, Markus # Zumla, Alimuddin # Capobianchi, Maria R # Lauria, Francesco Nicola # Ippolito, Giuseppe"
32348050,"Restellini, Sophie # Buyse, Sophie # Godat, Sebastien # Goossens, Nicolas # Maillard, Michel H"
33133761,"Reddy, Ajay # Engelhardt, Krystin # Jain, Deepak"
32603801,"Meyer, B # Torriani, G # Yerly, S # Mazza, L # Calame, A # Arm # Zimmer, G # Agoritsas, T # Stirnemann, J # Spechbach, H # Guessous, I # Stringhini, S # Pugin, J # Roux # Fontao, L # Siegrist, C # Eckerle, I # Vuilleumier, N # Kaiser, L"
32868032,"Pla, Jordi Juanola # Rodriguez, Berta Ferreiro # Tirado, Concepció Falga"
32271726,"Roxby, Alison C # Greninger, Alexander L # Hatfield, Kelly M # Lynch, John B # Dellit, Timothy H # James, Allison # Taylor, Joanne # Page, Libby C # Kimball, Anne # Arons, Melissa # Schieve, Laura A # Munanga, Albert # Stone, Nimalie # Jernigan, John A # Reddy, Sujan C # Lewis, James # Cohen, Seth A # Jerome, Keith R # Duchin, Jeffrey S # Neme, Santiago"
32963899,"Pata, Ramakanth # Kiani, Roudabeh # Ahmady, Abolfazl # Awad, Vanessa M"
32764907,"Sienko, Jerzy # Kotowski, Maciej # Bogacz, Anna # Lechowicz, Kacper # Drozdzal, Sylwester # Rosik, Jakub # Sietnicki, Marek # Sienko, Magdalena # Kotfis, Katarzyna"
32767353,"De Giorgi, A # Fabbian, F # Di Simone, E # Greco, S # De Giorgio, R # Zuliani, G # Passaro, A # Caselli, E # Manfredini, R"
33262747,"Chan, Shiu"
32936245,"Hoehl, Sebastian # Karaca, Onur # Kohmer, Niko # Westhaus, Sandra # Graf, Jürgen # Goetsch, Udo # Ciesek, Sandra"
32533443,"Flick, Holger # Arns, Britt # Bolitschek, Josef # Bucher, Brigitte # Cima, Katharina # Gingrich, Elisabeth # Handzhiev, Sabin # Hochmair, Maximilian # Horak, Fritz # Idzko, Marco # Jaksch, Peter # Kovacs, Gabor # Kropfmüller, Roland # Lamprecht, Bernd # Löffler # Meilinger, Michael # Olschewski, Horst # Pfleger, Andreas # Puchner, Bernhard # Puelacher, Christoph # Prior, Christian # Rodriguez, Patricia # Salzer, Helmut # Schenk, Peter # Schindler, Otmar # Stelzmüller, Ingrid # Strenger, Volker # Täubl, Helmut # Urban, Matthias # Wagner, Marlies # Wimberger, Franz # Zacharasiewicz, Angela # Zwick, Ralf Harun # Eber, Ernst"
32437891,"Tsatsakis, Aristidis # Petrakis, Demetrious # Nikolouzakis, Taxiarchis Konstantinos # Docea, Anca Oana # Calina, Daniela # Vinceti, Marco # Goumenou, Marina # Kostoff, Ronald N # Mamoulakis, Charalampos # Aschner, Michael # Hernández, Antonio F"
32575505,"Lahner, Edith # Dilaghi, Emanuele # Prestigiacomo, Claudio # Alessio, Giuliano # Marcellini, Laura # Simmaco, Maurizio # Santino, Iolanda # Orsi, Giovanni Battista # Anibaldi, Paolo # Marcolongo, Adriano # Annibale, Bruno # Napoli, Christian"
33024695,"Ho, Bethany E # Ho, Andrea P # Ho, Michaela A # Ho, Elizabeth C"
